ano,grupo,teste,esperado,observado,status
2023,Infraestrutura,IN_QUADRA_ESPORTES: zero + um = válidos,180230,180230,OK
2023,Infraestrutura,IN_QUADRA_ESPORTES: percentual entre 0 e 1,0 <= percentual <= 1,0.38050269100593687,OK
2023,Infraestrutura,IN_BANHEIRO_PNE: válidos + nulos = escolas ativas,180230,180230,OK
2023,Infraestrutura,IN_BANHEIRO_PNE: zero + um = válidos,180230,180230,OK
2023,Infraestrutura,IN_BANHEIRO_PNE: percentual entre 0 e 1,0 <= percentual <= 1,0.5293291904788326,OK
2023,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: válidos + nulos = escolas ativas,180230,180230,OK
2023,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: zero + um = válidos,180230,180230,OK
2023,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: percentual entre 0 e 1,0 <= percentual <= 1,0.6844642956222604,OK
2023,Infraestrutura,IN_AGUA_POTAVEL: válidos + nulos = escolas ativas,180230,180230,OK
2023,Infraestrutura,IN_AGUA_POTAVEL: zero + um = válidos,180230,180230,OK
2023,Infraestrutura,IN_AGUA_POTAVEL: percentual entre 0 e 1,0 <= percentual <= 1,0.9561005382011873,OK
2023,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: válidos + nulos = escolas ativas,180230,180230,OK
2023,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: zero + um = válidos,180230,180230,OK
2023,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: percentual entre 0 e 1,0 <= percentual <= 1,0.5732674915385896,OK
2023,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: válidos + nulos = escolas ativas,180230,180230,OK
2023,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: zero + um = válidos,180230,180230,OK
2023,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: percentual entre 0 e 1,0 <= percentual <= 1,0.96872884647395,OK
2024,Infraestrutura,IN_INTERNET: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_INTERNET: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_INTERNET: percentual entre 0 e 1,0 <= percentual <= 1,0.9210559743738437,OK
2024,Infraestrutura,IN_BIBLIOTECA: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_BIBLIOTECA: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_BIBLIOTECA: percentual entre 0 e 1,0 <= percentual <= 1,0.3676525004832519,OK
2024,Infraestrutura,IN_SALA_LEITURA: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_SALA_LEITURA: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_SALA_LEITURA: percentual entre 0 e 1,0 <= percentual <= 1,0.28055670615524814,OK
2024,Infraestrutura,IN_LABORATORIO_CIENCIAS: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_LABORATORIO_CIENCIAS: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_LABORATORIO_CIENCIAS: percentual entre 0 e 1,0 <= percentual <= 1,0.13111313616657003,OK
2024,Infraestrutura,IN_LABORATORIO_INFORMATICA: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_LABORATORIO_INFORMATICA: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_LABORATORIO_INFORMATICA: percentual entre 0 e 1,0 <= percentual <= 1,0.2955347527131141,OK
2024,Infraestrutura,IN_QUADRA_ESPORTES: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_QUADRA_ESPORTES: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_QUADRA_ESPORTES: percentual entre 0 e 1,0 <= percentual <= 1,0.3860878689973214,OK
2024,Infraestrutura,IN_BANHEIRO_PNE: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_BANHEIRO_PNE: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_BANHEIRO_PNE: percentual entre 0 e 1,0 <= percentual <= 1,0.5487808245657637,OK
2024,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: percentual entre 0 e 1,0 <= percentual <= 1,0.7217131969182338,OK
2024,Infraestrutura,IN_AGUA_POTAVEL: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_AGUA_POTAVEL: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_AGUA_POTAVEL: percentual entre 0 e 1,0 <= percentual <= 1,0.9632286747852981,OK
2024,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: percentual entre 0 e 1,0 <= percentual <= 1,0.5812222130174247,OK
2024,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: válidos + nulos = escolas ativas,181065,181065,OK
2024,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: zero + um = válidos,181065,181065,OK
2024,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: percentual entre 0 e 1,0 <= percentual <= 1,0.9688564880015464,OK
2025,Infraestrutura,IN_INTERNET: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_INTERNET: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_INTERNET: percentual entre 0 e 1,0 <= percentual <= 1,0.9458402570067576,OK
2025,Infraestrutura,IN_BIBLIOTECA: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_BIBLIOTECA: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_BIBLIOTECA: percentual entre 0 e 1,0 <= percentual <= 1,0.36846128281821205,OK
2025,Infraestrutura,IN_SALA_LEITURA: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_SALA_LEITURA: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_SALA_LEITURA: percentual entre 0 e 1,0 <= percentual <= 1,0.30778220892876923,OK
2025,Infraestrutura,IN_LABORATORIO_CIENCIAS: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_LABORATORIO_CIENCIAS: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_LABORATORIO_CIENCIAS: percentual entre 0 e 1,0 <= percentual <= 1,0.14200177246039658,OK
2025,Infraestrutura,IN_LABORATORIO_INFORMATICA: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_LABORATORIO_INFORMATICA: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_LABORATORIO_INFORMATICA: percentual entre 0 e 1,0 <= percentual <= 1,0.2885897861969647,OK
2025,Infraestrutura,IN_QUADRA_ESPORTES: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_QUADRA_ESPORTES: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_QUADRA_ESPORTES: percentual entre 0 e 1,0 <= percentual <= 1,0.40323474022377315,OK
2025,Infraestrutura,IN_BANHEIRO_PNE: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_BANHEIRO_PNE: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_BANHEIRO_PNE: percentual entre 0 e 1,0 <= percentual <= 1,0.5704608397031129,OK
2025,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_ACESSIBILIDADE_INEXISTENTE: percentual entre 0 e 1,0 <= percentual <= 1,0.7851445663010967,OK
2025,Infraestrutura,IN_AGUA_POTAVEL: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_AGUA_POTAVEL: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_AGUA_POTAVEL: percentual entre 0 e 1,0 <= percentual <= 1,0.9657416638971973,OK
2025,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_ESGOTO_REDE_PUBLICA: percentual entre 0 e 1,0 <= percentual <= 1,0.5836158192090396,OK
2025,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: válidos + nulos = escolas ativas,180540,180540,OK
2025,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: zero + um = válidos,180540,180540,OK
2025,Infraestrutura,IN_ENERGIA_REDE_PUBLICA: percentual entre 0 e 1,0 <= percentual <= 1,0.9686606846128282,OK
2019,Acessibilidade,Preservação do denominador válido,182468,182468,OK
2020,Acessibilidade,Preservação do denominador válido,181279,181279,OK
2021,Acessibilidade,Preservação do denominador válido,180057,180057,OK
2022,Acessibilidade,Preservação do denominador válido,180073,180073,OK
2023,Acessibilidade,Preservação do denominador válido,180230,180230,OK
2024,Acessibilidade,Preservação do denominador válido,181065,181065,OK
2025,Acessibilidade,Preservação do denominador válido,180540,180540,OK
2019-2025,Temporal,Registros Escola x Ano maiores ou iguais a escolas distintas,ID_ANO_ENTIDADE >= CO_ENTIDADE,1545901 >= 250930,OK
