tabela,variavel,descricao,primeiro_ano,ultimo_ano,status_coleta,anos_nao_coletados,comparabilidade_preliminar,categoria,notas_importantes
Escola,IN_COMP_PORTATIL_ALUNO,Computadores em uso pelos alunos - Computador portátil,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_COMP_PORTATIL_ALUNO,Quantidade de computadores em uso pelos alunos - Computador portátil,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo de 4 equipamentos para cada 3 matrículas - foram marcados apenas valores>3),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_TABLET_ALUNO,Computadores em uso pelos alunos - Tablet,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_TABLET_ALUNO,Quantidade de computadores em uso pelos alunos - Tablet,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo de 4 equipamentos para cada 3 matrículas - foram marcados apenas valores>3),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,QT_COMPUTADOR,Quantidade de computadores na escola,2007.0,2018.0,Descontinuada após 2018,"2019, 2020, 2021, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,,
Escola,QT_COMP_ADMINISTRATIVO,Quantidade de computadores de uso administrativo,2007.0,2018.0,Descontinuada após 2018,"2019, 2020, 2021, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,,
Escola,IN_INTERNET,Acesso à Internet,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,"0 - Não
1 - Sim",
Escola,IN_INTERNET_ALUNOS,Acesso à Internet - Para uso dos alunos,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,IN_INTERNET_ADMINISTRATIVO,Acesso à Internet - Para uso administrativo,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,IN_INTERNET_APRENDIZAGEM,Acesso à Internet - Para uso nos processos de ensino e aprendizagem,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,IN_INTERNET_COMUNIDADE,Acesso à Internet - Para uso da comunidade,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,IN_ACESSO_INTERNET_COMPUTADOR,"Equipamentos que os alunos usam para acessar a internet da escola - Computadores de mesa, portáteis e tablets da escola (no laboratório de informática, biblioteca, sala de aula etc.)",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim
9 - Não informado",
Escola,IN_ACES_INTERNET_DISP_PESSOAIS,"Equipamentos que os alunos usam para acessar a internet da escola - Dispositivos pessoais (computadores portáteis, celulares, tablets etc.)",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim
9 - Não informado",
Escola,TP_REDE_LOCAL,Rede local de interligação de computadores,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não há rede local interligando computadores
1 - A cabo
2 - Wireless
3 - A cabo e Wireless
9 - Não informado",
Escola,IN_BANDA_LARGA,Internet Banda Larga,2008.0,2025.0,Coleta iniciada em 2008,2007,Comparável apenas no período de coleta,"0 - Não
1 - Sim
   - Não aplicável para escolas sem acesso à internet",
Escola,QT_FUNCIONARIOS,Total de funcionários da escola (inclusive profissionais escolares em sala de aula),2007.0,2018.0,Descontinuada após 2018,"2019, 2020, 2021, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,,
Escola,IN_PROF_ADMINISTRATIVOS,"Profissionais que atuam na escola - Auxiliares de secretaria ou auxiliares administrativos, atendentes",2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_ADMINISTRATIVOS,"Quantidade de profissionais que atuam na escola - Auxiliares de secretaria ou auxiliares administrativos, atendentes",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_SERVICOS_GERAIS,"Profissionais que atuam na escola - Auxiliar de serviços gerais, porteiro(a), zelador(a), faxineiro(a), jardineiro(a)",2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_SERVICOS_GERAIS,"Total de profissionais que atuam na escola - Auxiliar de serviços gerais, porteiro(a), zelador(a), faxineiro(a), jardineiro(a)",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_BIBLIOTECARIO,"Profissionais que atuam na escola - Bibliotecário(a), auxiliar de biblioteca ou monitor(a) da sala de leitura",2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_BIBLIOTECARIO,"Quantidade de profissionais que atuam na escola - Bibliotecário(a), auxiliar de biblioteca ou monitor(a) da sala de leitura",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_SAUDE,"Profissionais que atuam na escola - Bombeiro(a) brigadista, profissionais de assistência à saúde (urgência e emergência), Enfermeiro(a), Técnico(a) de enfermagem e socorrista",2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_SAUDE,"Quantidade de profissionais que atuam na escola - Bombeiro(a) brigadista, profissionais de assistência à saúde (urgência e emergência), Enfermeiro(a), Técnico(a) de enfermagem e socorrista",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_COORDENADOR,Profissionais que atuam na escola - Coordenador(a) de turno/disciplina,2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_COORDENADOR,Quantidade de profissionais que atuam na escola - Coordenador(a) de turno/disciplina,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_FONAUDIOLOGO,Profissionais que atuam na escola - Fonoaudiólogo(a),2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_FONAUDIOLOGO,Quantidade de profissionais que atuam na escola - Fonoaudiólogo(a),2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_NUTRICIONISTA,Profissionais que atuam na escola - Nutricionista,2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_NUTRICIONISTA,Quantidade de profissionais que atuam na escola - Nutricionista,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_PSICOLOGO,Profissionais que atuam na escola - Psicólogo(a) Escolar,2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_PSICOLOGO,Quantidade de profissionais que atuam na escola - Psicólogo(a) Escolar,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_ALIMENTACAO,"Profissionais que atuam na escola - Profissionais de preparação e segurança alimentar, cozinheiro(a), merendeiro(a) e auxiliar de cozinha",2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_ALIMENTACAO,"Quantidade de profissionais que atuam na escola -  Profissionais de preparação e segurança alimentar, cozinheiro(a), merendeiro(a) e auxiliar de cozinha",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_PEDAGOGIA,"Profissionais que atuam na escola -  Profissionais de apoio e supervisão pedagógica: pedagogo(a), coordenador(a) pedagógico(a), orientador(a) educacional, supervisor(a) escolar e coordenador(a) de área de ensino",2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_PEDAGOGIA,"Quantidade de profissionais que atuam na escola -  Profissionais de apoio e supervisão pedagógica: pedagogo(a), coordenador(a) pedagógico(a), orientador(a) educacional, supervisor(a) escolar e coordenador(a) de área de ensino",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_SECRETARIO,Profissionais que atuam na escola - Secretário(a) escolar,2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_SECRETARIO,Quantidade de profissionais que atuam na escola - Secretário(a) escolar,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_SEGURANCA,"Profissionais que atuam na escola - Segurança, guarda ou segurança patrimonial",2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_SEGURANCA,"Quantidade de profissionais que atuam na escola - Segurança, guarda ou segurança patrimonial",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_MONITORES,"Profissionais que atuam na escola - Técnicos(as), monitores(as), supervisores(as) ou auxiliares de laboratório(s), de apoio a tecnologias educacionais ou em multimeios/multimídias eletrônico/digitais",2019.0,2024.0,Coleta contínua de 2019 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_MONITORES,"Quantidade de profissionais que atuam na escola - Técnicos(as), monitores(as), supervisores(as) ou auxiliares de laboratório(s), de apoio a tecnologias educacionais ou em multimeios/multimídias eletrônico/digitais",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_GESTAO,"Profissionais que atuam na escola - Vice-diretor(a) ou diretor(a) adjunto(a), profissionais responsáveis pela gestão administrativa e/ou financeira",2021.0,2024.0,Coleta contínua de 2021 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_GESTAO,"Quantidade de profissionais que atuam na escola - Vice-diretor(a) ou diretor(a) adjunto(a), profissionais responsáveis pela gestão administrativa e/ou financeira",2021.0,2025.0,Coleta iniciada em 2021,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_ASSIST_SOCIAL,Profissionais que atuam na escola - Orientador(a) comunitário(a) ou assistente social,2021.0,2024.0,Coleta contínua de 2021 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_ASSIST_SOCIAL,Quantidade de profissionais que atuam na escola - Orientador(a) comunitário(a) ou assistente social,2021.0,2025.0,Coleta iniciada em 2021,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula),"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_TRAD_LIBRAS,Profissionais que atuam na escola - Tradutor e Intérprete de Libras para atendimento em outros ambientes da escola que não seja sala de aula,2023.0,2024.0,Coleta contínua de 2023 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_TRAD_LIBRAS,Quantidade de profissionais que atuam na escola - Tradutor e Intérprete de Libras para atendimento em outros ambientes da escola que não seja sala de aula,2023.0,2025.0,Coleta iniciada em 2023,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",Comparável apenas no período de coleta,"88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula de aluno com surdez, deficiência auditiva ou surdocegueira).","Em 2023: 
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888."
Escola,IN_PROF_AGRICOLA,"Profissionais que atuam na escola - Agrônomos(as), horticultores(as), técnicos ou monitores(as) responsáveis pela gestão da área de horta, plantio e/ou produção agrícola",2024.0,2024.0,Coleta contínua de 2024 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_AGRICOLA,"Quantidade de profissionais que atuam na escola - Agrônomos(as), horticultores(as), técnicos ou monitores(as) responsáveis pela gestão da área de horta, plantio e/ou produção agrícola",2024.0,2025.0,Coleta iniciada em 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",Comparável apenas no período de coleta,88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula).,
Escola,IN_PROF_REVISOR_BRAILLE,"Profissionais que atuam na escola - Revisor de texto Braille, assistente vidente (assistente de revisão do texto em Braille)",2024.0,2024.0,Coleta contínua de 2024 a 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,QT_PROF_REVISOR_BRAILLE,"Quantidade de profissionais que atuam na escola - Revisor de texto Braille, assistente vidente (assistente de revisão do texto em Braille)",2024.0,2025.0,Coleta iniciada em 2024,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",Comparável apenas no período de coleta,"88888 - registro com marcação de valor extremo (valor superior ao limite máximo* definido com base na distribuição da razão de profissionais por matrícula de aluno com cegueira, surdo-cegueira ou baixa visão).",
Escola,IN_ALIMENTACAO,Alimentação escolar para os alunos - PNAE/FNDE,2007.0,2025.0,Coleta contínua 2007-2025,,Potencialmente comparável em toda a série,"0 - Não oferece
1 - Oferece",
Escola,IN_SERIE_ANO,Forma de organização do ensino - Série/Ano (séries anuais),2019.0,2021.0,Coleta contínua de 2019 a 2021,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim
9 - Não informado
   - Não aplicável para escolas sem matrículas de escolarização",
Escola,IN_PERIODOS_SEMESTRAIS,Forma de organização do ensino -  Períodos semestrais,2019.0,2021.0,Coleta contínua de 2019 a 2021,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim
9 - Não informado
   - Não aplicável para escolas sem matrículas de escolarização",
Escola,IN_FUNDAMENTAL_CICLOS,Forma de organização do ensino - Ciclo(s) do Ensino Fundamental,2009.0,2021.0,Coleta contínua de 2009 a 2021,"2007, 2008, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim
9 - Não informado
   - Não aplicável para escolas sem matrículas de escolarização",
Escola,IN_GRUPOS_NAO_SERIADOS,Forma de organização do ensino - Grupos não-seriados com base na idade ou competência (art. 23 LDB),2019.0,2021.0,Coleta contínua de 2019 a 2021,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim
9 - Não informado
   - Não aplicável para escolas sem matrículas de escolarização",
Escola,IN_MODULOS,Forma de organização do ensino - Módulos,2019.0,2021.0,Coleta contínua de 2019 a 2021,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim
9 - Não informado
   - Não aplicável para escolas sem matrículas de escolarização",
Escola,IN_FORMACAO_ALTERNANCIA,Forma de organização do ensino - Alternância regular de períodos de estudos (proposta pedagógica de formação por alternância com tempo-escola e tempo-comunidade),2013.0,2021.0,Coleta contínua de 2013 a 2021,"2007, 2008, 2009, 2010, 2011, 2012, 2022, 2023, 2024, 2025",Comparável apenas no período de coleta,"0 - Não
1 - Sim
9 - Não informado
   - Não aplicável para escolas sem matrículas de escolarização",
Escola,IN_MATERIAL_PED_MULTIMIDIA,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Acervo multimídia,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
Escola,IN_MATERIAL_PED_INFANTIL,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Brinquedos para Educação Infantil,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
Escola,IN_MATERIAL_PED_CIENTIFICO,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Conjunto de materiais científicos,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
Escola,IN_MATERIAL_PED_DIFUSAO,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Equipamento para amplificação e difusão de som/áudio,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
Escola,IN_MATERIAL_PED_MUSICAL,"Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Instrumentos musicais para conjunto, banda/fanfarra e/ou aulas de música",2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
Escola,IN_MATERIAL_PED_JOGOS,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Jogos Educativos,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
Escola,IN_MATERIAL_PED_ARTISTICAS,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Materiais para atividades culturais e artísticas,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
Escola,IN_MATERIAL_PED_PROFISSIONAL,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Materiais para Educação Profissional,2022.0,2025.0,Coleta iniciada em 2022,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",Comparável apenas no período de coleta,"0 - Não
1 - Sim",
Escola,IN_MATERIAL_PED_DESPORTIVA,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Materiais para prática desportiva e recreação,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
Escola,IN_MATERIAL_PED_INDIGENA,Instrumentos e materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino e aprendizagem - Indígena,2019.0,2025.0,Coleta iniciada em 2019,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",Comparável apenas no período de coleta,"0 - Não
1 - Sim","Em 2019:
Existe adicionalmente a categoria ""9 - Não informado""."
